so_name,fecha,cliente,empresa,so_total,linea_descripcion,producto,cantidad,subtotal_linea
SO8404,2025-04-28,"CBRE GCS, S. de R.L. de C.V.",SERVICIOS FTS,32944.0,SERVICIO DE REPARACION DE AIRE ACONDICIONADO DE SALA DE JUNTAS HUASTECA (DUCTOS Y REGISTRO/PLAFON),MANO DE OBRA,1.0,28400.0
SO8404,2025-04-28,"CBRE GCS, S. de R.L. de C.V.",SERVICIOS FTS,32944.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO8403,2025-04-28,"CBRE GCS, S. de R.L. de C.V.",SERVICIOS FTS,38848.4,"SERVICIO DE REPARACION DE AIRE ACONDICIONADO DE SALA DE JUNTAS CHIPINQUE (DUCTOS, VALVULA Y REGISTRO/PLAFON).",MANO DE OBRA,1.0,33490.0
SO8403,2025-04-28,"CBRE GCS, S. de R.L. de C.V.",SERVICIOS FTS,38848.4,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9983,2025-04-25,Nalco de Mexico SA. de .CV,SERVICIOS FTS,26564.0,Servicio de inspección y reparación de fugas,Servicio de inspección y reparación de fugas para área de acondicionamiento de agua,1.0,22900.0
SO9983,2025-04-25,Nalco de Mexico SA. de .CV,SERVICIOS FTS,26564.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9864,2025-04-25,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2901.16,Cotizacion 37309 analisis ac marriot abril 07 nalco,Cotizacion 36896 analisis ac marriot febrero 25 nalco,1.0,2501.0
SO9864,2025-04-25,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2901.16,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar),1.0,0
SO9982,2025-04-23,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,22620.0,fabricación y suministro de estructura para paso de gato con Ángulo 1/4″ x 2″ con tirantes de 1 metro de largo.,DescriptionFabricación de extensión estructural para pasos de gato (baños de hombre) de 1 metro de largo. - Fabricación en PTR 2X2 cal 18. - Anclaje en techo con taquetes expansores de 1/4 pulgada.,1.0,19500.0
SO9982,2025-04-23,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,22620.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9981,2025-04-23,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,12760.0,Instalación de paso de gato en Punto valle.,DescriptionFabricación de extensión estructural para pasos de gato (baños de hombre) de 1 metro de largo. - Fabricación en PTR 2X2 cal 18. - Anclaje en techo con taquetes expansores de 1/4 pulgada.,1.0,11000.0
SO9981,2025-04-23,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,12760.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9972,2025-04-22,MONDELEZ MEXICO,SERVICIOS FTS,17844.28,Mantenimiento preventivo y diagnostico a clima de L3. Qty (1) Maquinados,Mantenimiento preventivo a climas de L3,1.0,15383.0
SO9972,2025-04-22,MONDELEZ MEXICO,SERVICIOS FTS,17844.28,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9891,2025-04-17,JOHNSON CONTROLS ENTERPRISES MEXICO,SERVICIOS FTS,33176.0,"Proyecto en cuarto de ácidos, modificación a tubería de aire de dos pulgadas",Proyecto modificacion a tuberia de aire de dos pulgadas,1.0,28600.0
SO9891,2025-04-17,JOHNSON CONTROLS ENTERPRISES MEXICO,SERVICIOS FTS,33176.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9862,2025-04-14,MONDELEZ MEXICO,SERVICIOS FTS,377000.0,Mantenimiento y Calibracion de rayos X de Linea 6  OBSERVACION:   - INCLUYE MANO DE OBRA  -HERRAMIENTAS - REFACCIONES NECESARIAS,Mantenimiento y Calibracion de rayos X de Linea 6,1.0,325000.0
SO9862,2025-04-14,MONDELEZ MEXICO,SERVICIOS FTS,377000.0,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar),1.0,0
SO9857,2025-04-11,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,12760.0,Instalación de paso de gato en Punto valle.,DescriptionFabricación de extensión estructural para pasos de gato (baños de hombre) de 1 metro de largo. - Fabricación en PTR 2X2 cal 18. - Anclaje en techo con taquetes expansores de 1/4 pulgada.,1.0,11000.0
SO9857,2025-04-11,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,12760.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9856,2025-04-11,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,22620.0,fabricación y suministro de estructura para paso de gato con Ángulo 1/4″ x 2″ con tirantes de 1 metro de largo.,DescriptionFabricación de extensión estructural para pasos de gato (baños de hombre) de 1 metro de largo. - Fabricación en PTR 2X2 cal 18. - Anclaje en techo con taquetes expansores de 1/4 pulgada.,1.0,19500.0
SO9856,2025-04-11,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,22620.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9669,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,53532.84,Mantenimiento preventivo y diagnostico a climas de L3. Qty (2) Hornos Qty (1) Maquinados,Mantenimiento preventivo a climas de L3,3.0,46149.0
SO9669,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,53532.84,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9667,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,35040.12,Suministro y montaje de 2 lámparas para 1 equipo TTM en Mondelez planta salinas,suministro y montaje de 2 laparas para 1 equipo TTM en mondelez planta salinas,1.0,30207.0
SO9667,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,35040.12,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9533,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,267019.24,Servicio de 7 electromecánicos por día para generación de actividades precio por día,Servicio de 5 electromecanicos para,5.0,140465.0
SO9533,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,267019.24,Servicio de dos plataformas de elevación certificadas para la generación de actividades de alto riesgo.,Servicio de dos plataformas de elevacion,2.0,28224.0
SO9533,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,267019.24,Servicio de supervisor de seguridad renta por día para la generación de actividades de alto riesgo así como documentación para cumplimiento legal  para inicio y finalización de las actividades. Precio por día,Servicio de supervisor de seguridad,5.0,38595.0
SO9533,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,267019.24,Suministro de Cable 24x18 Awg Multi conductor sin blindaje. precio por metro,Suminsitro de Cable 25x18 Awg Multiconductor (25x1 Mm2) sin blindaje,45.0,22905.0
SO9533,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,267019.24,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9519,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,377000.0,Mantenimiento y Calibración de rayos X de Línea 9  OBSERVACION:   - INCLUYE MANO DE OBRA  -HERRAMIENTAS - REFACCIONES NECESARIAS,Mantenimiento y Calibracion de rayos X de Linea 9,1.0,325000.0
SO9519,2025-04-07,MONDELEZ MEXICO,SERVICIOS FTS,377000.0,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar),1.0,0
SO9428,2025-04-07,Nalco de Mexico SA. de .CV,SERVICIOS FTS,18544836.71,"- Suministro, fabricación, e instalación  de tubería para fabricación 20 bajadas a estaciones de trabajo, en tubería de 3 pulgadas de acero inoxidable 316 con costura y accesorios para Arreglo de alimentación a equipos XDU. - Suministro, fabricación e instalación de sistema de recirculación en Pvc 3 pulgadas cedula 80  - Suministro fabricación, y montaje de sistema para retorno de agua en tubería de pvc cedula 80 en 3/4.",Suministro de tubería en acero Inoxidable y accesorios para Arreglo de alimentación hacia Maquina,1.0,15986928.2
SO9428,2025-04-07,Nalco de Mexico SA. de .CV,SERVICIOS FTS,18544836.71,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9799,2025-03-31,MONDELEZ MEXICO,SERVICIOS FTS,99038.02,Servicio técnico para Calibración y Revisión de controladores de Gas y Temperatura de Línea 1 a Línea 14,Servicio técnico para Calibración y Revisión de controladores de Gas y Temperatura de Línea 1 a Línea 14,1.0,85377.6
SO9059,2025-03-31,MONDELEZ MEXICO,SERVICIOS FTS,11560.56,"Costo de materiales : 2 CEPILLOS , 1 Desengrasante , 1 Microban, 1 Kit antiderrame, 1 Caja de pruebas",mantenimiento a clima,1.0,1858.0
SO9059,2025-03-31,MONDELEZ MEXICO,SERVICIOS FTS,11560.56,Costo de Mano de Obra del Personal Necesario para la actividad: 8h supervisor de seguridad  8h supervisor de obra  8h 2 auxiliares de proyectos,Costo de Mano de Obra,1.0,8108.0
SO9773,2025-03-27,MONDELEZ MEXICO,SERVICIOS FTS,149640.0,"Suministro de Clima de tablero CONDITIONER,AIR,SK 3186.930,RITTAL CLIMA/2000W/SK3186.930/RITTAL","Suministro de Clima de tablero CONDITIONER,AIR,SK 3186.930,RITTAL CLIMA/2000W/SK3186.930/RITTAL",1.0,129000.0
SO9773,2025-03-27,MONDELEZ MEXICO,SERVICIOS FTS,149640.0,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar),1.0,0
SO9713,2025-03-25,MONDELEZ MEXICO,SERVICIOS FTS,27840.0,Servicio de traslado de papelería,Servicio de traslado de  papelria,8.0,24000.0
SO9713,2025-03-25,MONDELEZ MEXICO,SERVICIOS FTS,27840.0,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,Mandar MRO/ TERCIADA a  Project/Operaciones (NO Facturar esta linea / Eliminar),1.0,0
SO9619,2025-03-14,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,11982.8,aplicación de  resane en oficinas de BAT para la instalación de papel tapis,aplicaciond e resanes en oficinas para,1.0,10330.0
SO9619,2025-03-14,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,11982.8,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,SUMINISTRO DE 2 HOJAS DE TABLA ROCA YESO REGULAR BLANCO DE 3/8,TABLA ROCA YESO REGULAR BLANCO DE 3/8,1.0,1068.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,SUMINISTRO DE POSTE METALICO PERFIREY CALIBRE 26 DE 4.10M,POSTE METALICO PERFIREY CALIBRE 26 DE 4.10M,1.0,402.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,"SUMINISTRO DE 100 PIJAS PARA TABLAROCA 2"" 8X2""","100 PIJAS PARA TABLAROCA 2"" 8X2""",1.0,400.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,"SUMINISTRO DE CINTA AUTOADHERIBLE PARA TABLA ROCA 4"" 45.72M O APROX","CINTA AUTOADHERIBLE PARA TABLA ROCA 4"" 45.72M O APROX",1.0,490.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,"SUMINISTRO DE ESPATULA PARA TABLA ROCA 10""","ESPATULA PARA TABLA ROCA 10""",1.0,554.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,"SUMINISTRO DE ESPATULA PARA TABLA ROCA 5""","ESPATULA PARA TABLA ROCA 5""",1.0,506.0
SO8935,2025-03-12,"British American Tobacco Mexico S.A. de C.V., Vanessa Ibarra",SERVICIOS FTS,4677.12,Miscelaneos,Miscelaneos,1.0,612.0
SO9595,2025-03-11,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2356.73,Cotización Cot 37104  análisis Ac. Marriot Marzo 2025,Cotización Cot 37104  analisis ac marriot Marxo 2025,1.0,2031.66
SO9595,2025-03-11,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2356.73,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9576,2025-03-07,Nalco de Mexico SA. de .CV,SERVICIOS FTS,35380.0,Fabricación de placas para intercambiadores,Fabricación de placas para intercambiadores,1.0,30500.0
SO9576,2025-03-07,Nalco de Mexico SA. de .CV,SERVICIOS FTS,35380.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9549,2025-03-06,Nalco de Mexico SA. de .CV,SERVICIOS FTS,244690.4,Fabricación de skid de bombas móvil,Fabricación de skid de bombas móvil,1.0,210940.0
SO9549,2025-03-06,Nalco de Mexico SA. de .CV,SERVICIOS FTS,244690.4,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9532,2025-03-06,MONDELEZ MEXICO,SERVICIOS FTS,11576.8,Mantenimiento preventivo a 1 clima de tableros de área de amasado salinas,Mantenimiento preventivo a 1 climas de tableros de RSM L7 salinas,1.0,9980.0
SO9532,2025-03-06,MONDELEZ MEXICO,SERVICIOS FTS,11576.8,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9517,2025-03-05,BEBIDAS PURIFICADAS,SERVICIOS FTS,112717.36,Servicio de aplicación de soldadura para eliminación de fugas en  tubería de acero inoxidable 316 a 6 metros de altura,sumisnitro de tuberia de 4 pulgadas,1.0,97170.14
SO9517,2025-03-05,BEBIDAS PURIFICADAS,SERVICIOS FTS,112717.36,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9411,2025-03-03,MONDELEZ MEXICO,SERVICIOS FTS,301600.0,"Matenimiento y ajuste de rayos X de Linea 10   Serie: 1436568530020, 1436568530030 , 1436568530040 y 1436568530050 OBSERVACION:   - INCLUYE MANO DE OBRA  -HERRAMIENTAS - REFACCIONES NECESARIAS","Matenimiento y ajuste de rayos X de L10                                       Serie: 1436568530020, 1436568530030 , 1436568530040 y 1436568530050 OBSERVACION: - INCLUYE MANO DE OBRA - HERRAMIENTAS - REFACCIONES NECESARIAS",4.0,260000.0
SO9258,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,26482.8,"Servicio de instalacion de tubería CPVC de 2""","Servicio de instalacion de tubería CPVC de 2""",1.0,22830.0
SO9258,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,26482.8,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9201,2025-03-03,MONDELEZ MEXICO,SERVICIOS FTS,226200.0,Matenimiento y ajuste de rayos X de Linea 7 Matenimiento y Calibracion de rayos X de Linea 7   Serie: - E210201 - E210202 - E210203    OBSERVACION:   - INCLUYE MANO DE OBRA  -HERRAMIENTAS - REFACCIONES NECESARIAS,Matenimiento y ajuste de rayos X de Linea 7,3.0,195000.0
SO8994,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,55290.24,"Suministro de papel tapiz, materiales, herramientas, y pegamento para la instalación de completa en el área de integrity  (Sala de juntas 2) Rollo papel tapiz TVTNO  Mod. 33391","Suministro de papel tapiz, materiales, herramientas, y pegamento para la instalación de completa en el área de salita",1.0,47664.0
SO8994,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,55290.24,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO8993,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,41726.36,"Suministro de papel tapiz, materiales, herramientas, y pegamento para la instalación de completa en el área de (Sala de juntas 1) Rollo papel tapiz TVTNO  Mod. 33391","Suministro de papel tapiz, materiales, herramientas, y pegamento para la instalación de completa en el área de salita",1.0,35971.0
SO8993,2025-03-03,British American Tobacco Mexico S.A. de C.V.,SERVICIOS FTS,41726.36,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9451,2025-02-26,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2629.72,Cotizacion 36896 analisis ac marriot febrero 25 nalco,Cotizacion 36896 analisis ac marriot febrero 25 nalco,1.0,2267.0
SO9451,2025-02-26,Nalco de Mexico SA. de .CV,SERVICIOS FTS,2629.72,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9327,2025-02-24,Nalco de Mexico SA. de .CV,SERVICIOS FTS,8247.51,Suministro de termostato para arranque de chillers,sumisnitro de termostato para arranque de chillers,1.0,7109.92
SO9327,2025-02-24,Nalco de Mexico SA. de .CV,SERVICIOS FTS,8247.51,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9300,2025-02-24,Nalco de Mexico SA. de .CV,SERVICIOS FTS,41151.0,Soporte para puesta en marcha de equipo chillers,Revisión a sistema de fotocelda de área robot de soldadura,1.0,35475.0
SO9300,2025-02-24,Nalco de Mexico SA. de .CV,SERVICIOS FTS,41151.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9220,2025-02-24,HISENSE MONTERREY HOME APPLIANCE MANUFACTURING,SERVICIOS FTS,27434.0,"Revisión a sistema de programación de PLC en planta Hisense, Salinas Victoria ,Nuevo Leon",Revisión a sistema de fotocelda de área robot de soldadura,1.0,23650.0
SO9220,2025-02-24,HISENSE MONTERREY HOME APPLIANCE MANUFACTURING,SERVICIOS FTS,27434.0,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"MOTORREDUCTOR TAM 50, REL 30:1 MOD.NWM- 50E-30-56C, C/MOTOR UT, 1/2HP, 4P, 56C MOD HU45 Y BRZO TENSOR","""MOTORREDUCTOR TAM 50, REL 30:1 MOD.NWM- 50E-30-56C, C/MOTOR UT, 1/2HP, 4P, 56C MOD HU45 Y BRZO TENSOR""",1.0,23820.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,PISTON NEUMATICO CP96SDB40-500C,PISTON NEUMATICO CP96SDB40-500C,1.0,11958.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"MOTORREDUCTOR TAM 63, REL 30;1 MOD NWM- 63E-30-56C, C/MOTOR UTE, 1HP, 4P, 56C MOD. HU22 Y BRAZO TENSOR","""MOTORREDUCTOR TAM 63, REL 30;1 MOD NWM- 63E-30-56C, C/MOTOR UTE, 1HP, 4P, 56C MOD. HU22 Y BRAZO TENSOR""",1.0,29575.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,PISTON NEUMATICO SMC CP96SDC80-160C,PISTON NEUMATICO SMC CP96SDC80-160C,1.0,21454.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,1783-LMS5 STRATIX,1783-LMS5 STRATIX,1.0,25118.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,25B-D1P4N114 POWER FLEX 0.5 HP,25B-D1P4N114 POWER FLEX 0.5 HP,1.0,43738.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,25B-D2P3N114 POWER FLEX 1.0 HP,25B-D2P3N114 POWER FLEX 1.0 HP,1.0,44336.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,2711R-T7T PANEL VIEW 800,2711R-T7T PANEL VIEW 800,1.0,45412.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"INTERRUPTOR DE PROXIMIDAD, 2 CABLES CA, SALIDA NORMALMENTE ABIERTA","INTERRUPTOR DE PROXIMIDAD, 2 CABLES CA, SALIDA NORMALMENTE ABIERTA",1.0,12082.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"EXTREMO DE VARILLA DE ÚNICO ESFÉRICO, ROSCA DE 1/2-20","EXTREMO DE VARILLA DE ÚNICO ESFÉRICO, ROSCA DE 1/2-20",1.0,1217.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,CELDA DE CARGA (HS-903180),CELDA DE CARGA (HS-903180),1.0,22427.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"INTERRUPTOR DE LÍMITE, 1/2 NPT, SPDT, INTERRUPTOR DE RODILLO W (HS-842290)","INTERRUPTOR DE LÍMITE, 1/2 NPT, SPDT, INTERRUPTOR DE RODILLO W (HS-842290)",1.0,5366.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"VARILLA, PARA INTERRUPTOR DE LÍMITE, (HS-842290)","VARILLA, PARA INTERRUPTOR DE LÍMITE, (HS-842290)",1.0,3120.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,CONTROLADOR CBE CON REVESTIMIENTO (HS-853890),CONTROLADOR CBE CON REVESTIMIENTO (HS-853890),1.0,208982.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"INTERRUPTOR DE LÍMITE DE BORDE, ÁNGULO RECTO, GIRATORIO CON PALANCA DE RODILLO ""","INTERRUPTOR DE LÍMITE DE BORDE, ÁNGULO RECTO, GIRATORIO CON PALANCA DE RODILLO """,1.0,13756.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"VÁLVULA, SOLENOIDE SIMPLE, 24 VCC, 2 POSICIONES, 5 PUERTOS, 1/4 NPT (HS-848180)","VÁLVULA, SOLENOIDE SIMPLE, 24 VCC, 2 POSICIONES, 5 PUERTOS, 1/4 NPT (HS-848180)",2.0,2888.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"FILTRO/REGULADOR, COALESCENTE (HS-848180)","FILTRO/REGULADOR, COALESCENTE (HS-848180)",1.0,9978.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,"INTERRUPTOR DE PROXIMIDAD, 2 CABLES DE CA, SALIDA NORMALMENTE ABIERTA","INTERRUPTOR DE PROXIMIDAD, 2 CABLES DE CA, SALIDA NORMALMENTE ABIERTA",1.0,12081.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,CILINDRO DE ABRAZADERA DE BOLSA (HS-841231),CILINDRO DE ABRAZADERA DE BOLSA (HS-841231),1.0,1500.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,V70-2521-08  ELECTROVALVULA DEWIT 5 VIAS 2 POSICIONES,"V70-2521-08 Electrovalvula Dewit 5 vias 2 posiciones,",1.0,560.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,VALVULA DE 3 VIAS 2 POSICIONES RET. RESORTE  MODELO 113B-501BAA,Valvula de 3 vias 2 posiciones modelo 113B-501BAAA,2.0,5958.0
SO9137,2025-02-24,"Budenheim Mexico, Leonardo Gandarilla",SERVICIOS FTS,632578.16,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9113,2025-02-24,"Nalco de Mexico SA. de .CV, Ivan Santana Barraza",SERVICIOS FTS,2629.72,Cotizacion 36648 analisis ac marriot enero 25,Cotizacion 36648 analisis ac marriot enero 25,1.0,2267.0
SO9113,2025-02-24,"Nalco de Mexico SA. de .CV, Ivan Santana Barraza",SERVICIOS FTS,2629.72,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO7723,2025-02-24,"MAGNEKON S.A. DE C.V., Juventino Hernandez",SERVICIOS FTS,269708.12,Servicio de instalación de tubería y soportes para alimentación de sensores de nivel.,Servicio de integración de sistema de instrumentación,1.0,232507.0
SO7723,2025-02-24,"MAGNEKON S.A. DE C.V., Juventino Hernandez",SERVICIOS FTS,269708.12,Mandar Proyecto a Project/Operaciones (NO Facturar esta linea / Eliminar) Mandar Proyecto a Project/Operaciones,.mandar borrado (NO USAR),1.0,0
SO9180,2025-02-17,BEBIDAS PURIFICADAS,SERVICIOS FTS,140261.4,Servicio de instalación de tubería y cableado para alimentación eléctrica de sensores de nivel.,servicio de instlacion de tuberia y cableado,1.0,120915.0
